id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
12132427,"Spacious 1 br in east village!",10584659,Mike,MANHATTAN,Gramercy,40.733750,-73.987040,"Entire home/apt",177,3,12,2016-07-21,0.30,1,0
12132772,"Iris: stg goyankees!",13750728,Gayle,BRONX,Longwood,40.819280,-73.909330,"Private room",60,2,47,2019-05-10,1.22,4,249
12133132,"Perfect location in new york city",49045679,Vanessa,MANHATTAN,"Lower east side",40.712510,-73.988900,"Private room",60,3,8,2016-08-08,0.21,1,0
12133746,"Warm & cozy sunflower room:stg",13750728,Gayle,BRONX,Longwood,40.817250,-73.909290,"Private room",55,2,31,2019-03-18,0.81,4,280
12134113,"Jasmine: lovely secret tea garden!",13750728,Gayle,BRONX,Longwood,40.819110,-73.909390,"Private room",60,2,77,2019-06-12,1.96,4,171
12135851,"Cozy 1 bd apt in the heart of crown heights",2613671,Lonnie,BROOKLYN,"Crown heights",40.675930,-73.942910,"Entire home/apt",135,1,38,2019-07-01,2.49,1,359
12135856,"Master bedroom w/ king bed",15025923,Stephen,BROOKLYN,"Fort hamilton",40.616450,-74.031080,"Private room",43,23,0,2000-01-01,0.00,1,0
12136198,"5th ave/broadway near empire state",65143341,Noel,MANHATTAN,Midtown,40.747710,-73.987270,"Entire home/apt",139,1,186,2019-06-24,4.68,1,230
12145189,"Central park studio at great price!",2961779,Carmen,MANHATTAN,"Hell's kitchen",40.767350,-73.985780,"Entire home/apt",100,2,6,2017-01-01,0.16,1,0
12145578,"Spacious parkside abode",2589215,Caroline,BROOKLYN,Flatbush,40.652060,-73.961490,"Private room",100,4,5,2018-11-09,0.14,1,7
12145875,"Private, cozy room, 20 min to manhattan",22117154,Dorota,QUEENS,Ridgewood,40.700090,-73.905050,"Private room",40,1,48,2019-07-07,1.24,1,1
12145887,"Room in sunny art-filled apartment",5075103,Shawn,MANHATTAN,Harlem,40.821270,-73.956690,"Private room",55,1,1,2016-08-22,0.03,2,0
12147723,"Luxury wall st. apartment building",5120853,Mackenzie,MANHATTAN,"Financial district",40.704330,-74.007820,"Entire home/apt",175,2,2,2016-07-08,0.05,1,0
12148081,"Sexy, cozy, work, play loft for 4",23913300,Kelly,BROOKLYN,Williamsburg,40.712650,-73.965740,"Entire home/apt",300,2,33,2019-06-25,0.86,2,76
12148215,"Luxury april sublet in manhattan ny",53930780,Thomas,MANHATTAN,Harlem,40.804220,-73.954950,"Private room",45,1,1,2016-04-06,0.03,1,0
12151638,"Spacious 2 bedroom garden apartment",9558116,Ruma,BROOKLYN,"Clinton hill",40.680990,-73.963430,"Entire home/apt",144,2,49,2019-07-03,1.28,1,69
12153428,"Comfy king bed in modern nyc apt",65258815,"Mrs. alabi",BROOKLYN,"Crown heights",40.674090,-73.926070,"Private room",60,2,129,2019-06-26,3.32,2,39
12153709,"Private room in a high floor apt",167796,Kamini,MANHATTAN,"East harlem",40.802370,-73.943700,"Private room",250,1,0,2000-01-01,0.00,1,365
12154621,"Beautiful room in crown heights",3604124,William,BROOKLYN,"Crown heights",40.675640,-73.954490,"Private room",45,4,4,2017-12-17,0.18,1,0
12155351,"Cute apt, heart of east village!",34507633,Paul,MANHATTAN,"East village",40.727720,-73.979780,"Private room",80,1,1,2016-05-26,0.03,1,0
12155460,"Modern 2br in the ues (94th and 2nd) 30 days  min",23772724,Elem,MANHATTAN,"Upper west side",40.792260,-73.972990,"Entire home/apt",136,30,0,2000-01-01,0.00,15,317
12156078,"Stylish east village studio + outdoor space!",18261318,Daniel,MANHATTAN,"East village",40.725920,-73.990260,"Entire home/apt",149,2,16,2018-05-06,0.43,1,0
12166897,"Life is beautiful near central park",4350664,Denia,MANHATTAN,"East harlem",40.796360,-73.943420,"Private room",89,5,62,2019-07-02,1.82,1,271
12166912,"Sunny prime heart of east village room",50200840,Katherine,MANHATTAN,"East village",40.728270,-73.986300,"Private room",110,3,36,2019-07-01,0.91,1,292
12167152,"Chelsea ,duplex ,calm ,fantastic",51434373,Yael,MANHATTAN,Chelsea,40.739710,-73.998290,"Private room",179,3,69,2019-06-19,1.80,1,104
12167819,"Adr grand charming luxurious premier!",65359432,Ren,QUEENS,Astoria,40.764520,-73.928040,"Shared room",500,2,15,2017-02-16,0.39,2,365
12167857,"Sunny & quiet family apartment in bk",6520757,Jeen,BROOKLYN,Bedford-stuyvesant,40.695740,-73.951500,"Entire home/apt",150,4,11,2019-06-11,0.29,1,0
12168087,"Gorgeous 2 bedroom apt!",65361160,Peter,QUEENS,Ridgewood,40.707190,-73.914140,"Entire home/apt",175,6,29,2019-07-05,0.83,1,55
12168212,"`a beauty in bk",7039396,"Sol and coach",BROOKLYN,"Cypress hills",40.682020,-73.889430,"Entire home/apt",79,1,130,2019-06-26,3.48,2,258
12169531,"3 bedrooms with amazing view of the big apple",11218119,James,BROOKLYN,"Clinton hill",40.693150,-73.964120,"Entire home/apt",117,3,1,2016-04-04,0.03,1,0
12170307,"Williamsburg vintage chic w/garden",64652921,Irit,BROOKLYN,Williamsburg,40.717070,-73.958590,"Entire home/apt",91,5,0,2000-01-01,0.00,1,0
12170991,"Cheap and safe place in manhattan",57070933,Yiin,MANHATTAN,"Upper west side",40.799020,-73.960430,"Private room",65,2,3,2016-06-16,0.08,2,0
12171619,"The manhattan club - nyc marathon weekend",56098700,Jim,MANHATTAN,Midtown,40.765930,-73.981200,"Entire home/apt",500,3,0,2000-01-01,0.00,1,0
12171671,"Interfaith retreat guest rooms (govinda)",16677326,"Alex and zeena",MANHATTAN,Chelsea,40.749710,-73.995330,"Private room",85,1,210,2019-06-23,5.34,12,321
12172457,"Park avenue 2 bedroom",50760546,"Crny monthly rentals",MANHATTAN,Midtown,40.745450,-73.981130,"Entire home/apt",150,29,1,2018-11-30,0.14,31,143
12173205,"Private room in gorgeous loft!  (no cleaning fee)",59928816,Elizabeth,QUEENS,Ridgewood,40.707240,-73.912280,"Private room",80,2,177,2019-07-05,4.48,2,245
12173904,"Cozy apartment on upper west side",65402364,Aleksandra,MANHATTAN,"Upper west side",40.789420,-73.967680,"Entire home/apt",200,5,0,2000-01-01,0.00,1,0
12174580,"Spacious  duplex in brooklyn",22887864,Simone,BROOKLYN,Bedford-stuyvesant,40.679890,-73.918170,"Entire home/apt",325,2,76,2019-06-24,1.93,1,160
12174966,"Big room@ ues clean comfy apt",28895303,Harry,MANHATTAN,"Upper east side",40.767400,-73.955590,"Private room",95,1,10,2016-06-09,0.25,1,0
12175508,"Quaint room in east village walk-up",65415391,Katherine,MANHATTAN,"East village",40.731850,-73.984310,"Private room",100,1,0,2000-01-01,0.00,1,0
12177276,"Work in progress",12446229,Peter,MANHATTAN,"Upper west side",40.788640,-73.974520,"Shared room",85,2,47,2019-07-01,1.20,1,76
12181485,"Sunny, beautiful brooklyn studio",794042,Rhea,BROOKLYN,"Clinton hill",40.684590,-73.964990,"Entire home/apt",115,5,8,2016-08-16,0.21,1,0
12181549,"Charming two bridges hideout",808189,Ashley,MANHATTAN,"Two bridges",40.712790,-73.994450,"Entire home/apt",111,1,41,2019-06-23,1.17,1,4
12184165,"Private bedroom on upper west side",65476654,Geri,MANHATTAN,"Upper west side",40.782300,-73.980810,"Private room",84,1,27,2018-12-09,0.69,1,0
12184956,"Private room in greenpoint brooklyn",36959636,Panagiotis,BROOKLYN,Greenpoint,40.720990,-73.945660,"Private room",75,3,0,2000-01-01,0.00,1,0
12185578,"Beautiful bright clean room | long term",19552418,Neil,MANHATTAN,Harlem,40.808070,-73.948680,"Private room",95,12,4,2017-12-07,0.10,1,0
12186043,"Clean and cozy crown heights studio",264111,Albert,BROOKLYN,"Crown heights",40.667140,-73.958190,"Entire home/apt",110,2,6,2018-06-24,0.15,1,0
12186697,"Spacious, sunny room in greenpoint",14208923,Sasha,BROOKLYN,Greenpoint,40.725990,-73.944340,"Private room",50,4,1,2016-04-30,0.03,1,0
12187800,"Spacious, sunlit room",6555513,Preeti,BROOKLYN,"Brooklyn heights",40.696190,-73.992960,"Private room",115,1,0,2000-01-01,0.00,2,0
12188651,"Spacious home in heart of nyc",6997786,Mara,MANHATTAN,Chelsea,40.743690,-73.995710,"Entire home/apt",225,2,5,2016-10-09,0.14,1,0
12188721,"Cozy room in bushwick, brooklyn",517866,Jose,BROOKLYN,Bushwick,40.690210,-73.910190,"Private room",80,3,0,2000-01-01,0.00,1,83
12189652,"Cozy, boho room in heart of bedstuy",14131713,Liz,BROOKLYN,Bedford-stuyvesant,40.684800,-73.934710,"Private room",110,1,2,2016-05-12,0.05,2,342
12190495,"1 bd in stylish renovated 2bds, clinton hill",66127,Aurélien,BROOKLYN,Bedford-stuyvesant,40.687620,-73.956040,"Private room",49,7,13,2019-05-21,0.36,1,0
12190880,"Upper west side one bedroom on central park",65527002,"(email hidden by airbnb)",MANHATTAN,"Upper west side",40.796100,-73.963000,"Private room",90,1,60,2019-07-06,2.91,1,188
12191010,"Chic spacious beachfront house",65482154,Antoinette,QUEENS,Arverne,40.587340,-73.799710,"Entire home/apt",299,3,4,2019-05-27,0.31,1,318
12191116,"Cheap & safe next to central pk",57070933,Yiin,MANHATTAN,"Upper west side",40.799810,-73.960970,"Private room",60,1,5,2016-07-12,0.14,2,0
12191735,"Dsgn by starck! gym w&d basket ball court !5183",16098958,"Jeremy & laura",MANHATTAN,"Financial district",40.705380,-74.006640,"Entire home/apt",175,30,3,2017-01-13,0.08,96,311
12192216,"Artsy spot in spanish harlem",3104581,Andrea,MANHATTAN,"East harlem",40.790730,-73.946690,"Entire home/apt",115,2,18,2019-07-06,0.48,1,3
12196647,"Amazing, large private room",5744488,Lindsay,BROOKLYN,Bedford-stuyvesant,40.694380,-73.947260,"Private room",45,4,0,2000-01-01,0.00,1,0
12202225,"Bed stuy beauty. books, sunlight :)",59979344,Greg,BROOKLYN,Bedford-stuyvesant,40.691880,-73.947420,"Private room",57,1,0,2000-01-01,0.00,1,0
12202511,"Cozy & charming chinatown/les spot!",9314442,"Adam + yulu",MANHATTAN,Chinatown,40.715320,-73.993430,"Entire home/apt",120,3,2,2016-10-04,0.05,1,0
12204161,"Spacious, sunny apt in bk heights",6555513,Preeti,BROOKLYN,"Brooklyn heights",40.694530,-73.994230,"Entire home/apt",409,1,1,2016-06-30,0.03,2,0
12205049,"2story4bedroom 2full bath new york palace",65625445,Tony,QUEENS,Rosedale,40.671120,-73.735290,"Entire home/apt",350,40,15,2017-07-05,0.39,1,365
12205604,"Caribbean room - inn your element",19866189,Natasha,QUEENS,Arverne,40.588590,-73.793800,"Private room",95,1,31,2018-05-13,0.79,5,361
12206029,"Private br, bed-stuy w/backyard",5897784,Nicholas,BROOKLYN,Bedford-stuyvesant,40.680220,-73.926730,"Private room",49,1,1,2016-05-13,0.03,1,0
12206323,"Cozy apartment in upper east side",65639106,Brigid,MANHATTAN,"East harlem",40.788210,-73.949270,"Entire home/apt",155,1,2,2016-07-05,0.05,1,0
12209944,"Comfy brooklyn apt, near train and manhattan",65667120,Brandee,BROOKLYN,Bedford-stuyvesant,40.682640,-73.942380,"Entire home/apt",265,4,123,2019-06-30,3.25,1,285
12210323,"Huge duplex apartment with backyard",65670239,Kelly,BROOKLYN,"East flatbush",40.640620,-73.947330,"Entire home/apt",215,2,44,2019-07-04,1.28,1,279
12210448,"2 bed private room + private bath in lovely loft!",59928816,Elizabeth,QUEENS,Ridgewood,40.707070,-73.913840,"Private room",120,2,162,2019-06-27,4.12,2,268
12210730,"Zen room at casa de la luna",12798614,Jessica,BROOKLYN,Bedford-stuyvesant,40.689790,-73.942990,"Private room",54,2,1,2016-04-17,0.03,3,319
12211018,"Buck room at casa de la luna",12798614,Jessica,BROOKLYN,Bedford-stuyvesant,40.688600,-73.941530,"Private room",79,2,0,2000-01-01,0.00,3,319
12212943,"Upper east side brand new apt",65690091,Mohine,MANHATTAN,"Upper east side",40.781730,-73.946210,"Private room",185,1,0,2000-01-01,0.00,1,0
12220661,"Cute and comfy 1bedroom apartment",65217454,Carla,MANHATTAN,"Washington heights",40.852640,-73.929760,"Entire home/apt",60,5,16,2019-05-25,0.41,1,4
12221970,"Ziggy stardust surf house - a beautiful houseboat",9040879,Ben,QUEENS,Arverne,40.594910,-73.788510,"Entire home/apt",750,1,14,2019-06-08,0.36,2,352
12222304,"Upper east side rooftop escape",23821373,Kaitlyn,MANHATTAN,"Upper east side",40.766760,-73.957530,"Entire home/apt",160,1,0,2000-01-01,0.00,1,0
12223159,"Bright modern greenwich village 1br",9545279,Mitchell,MANHATTAN,"Greenwich village",40.728370,-73.999520,"Entire home/apt",210,1,58,2019-07-06,1.49,1,2
12223531,"Spacious and sun-drenched bedroom",2018172,Mimi,BROOKLYN,Williamsburg,40.707510,-73.954410,"Private room",80,1,2,2016-08-17,0.05,1,0
12223866,"Melissa and ray's oasis",11157618,Ray,BROOKLYN,Bedford-stuyvesant,40.688820,-73.959690,"Entire home/apt",85,5,93,2019-06-10,2.38,1,0
12224443,"La maison she she (brownstone private apt.)",65760387,Shelia,BROOKLYN,Bedford-stuyvesant,40.684450,-73.921420,"Entire home/apt",99,2,43,2017-11-01,1.16,1,0
12225502,"700 squ.ft studio /  loft",65757870,M.,MANHATTAN,"East village",40.726370,-73.976820,"Entire home/apt",200,2,0,2000-01-01,0.00,1,0
12225838,"Sunny bohemian room heart of williamsburg",62316080,Janelle,BROOKLYN,Williamsburg,40.713940,-73.949950,"Private room",84,1,181,2019-06-23,4.59,1,282
12226927,"Quiet, cozy and family friendly",38969372,Miki,BROOKLYN,Kensington,40.645280,-73.976210,"Entire home/apt",105,4,7,2018-08-26,0.18,1,20
12227008,"South williamsburg private room",65776450,Emily,BROOKLYN,Williamsburg,40.709520,-73.955670,"Private room",150,2,0,2000-01-01,0.00,1,0
12227645,"The beach - it's just across the street",54129736,Donna,QUEENS,"Rockaway beach",40.583410,-73.816500,"Private room",88,2,32,2017-09-04,0.84,1,0
12228023,"Big bedroom in ues apartment",65786525,Eric,MANHATTAN,"Upper east side",40.776310,-73.955600,"Private room",65,1,0,2000-01-01,0.00,1,0
12228640,"Bed stuy home away from home",27953420,Qaim,BROOKLYN,Bedford-stuyvesant,40.686960,-73.950940,"Entire home/apt",110,1,0,2000-01-01,0.00,1,0
12228859,"Nyc full studio walkable to central park",5138621,Clare,MANHATTAN,"Upper east side",40.776190,-73.951060,"Entire home/apt",140,2,1,2016-11-07,0.03,1,0
12230361,"Cozy private room in brooklyn",65802264,Rick,BROOKLYN,"Crown heights",40.668770,-73.933180,"Private room",50,3,14,2016-09-30,0.35,1,0
12230921,"Bright and beautiful abode",5679552,Genevieve,BROOKLYN,Williamsburg,40.719300,-73.957310,"Entire home/apt",175,2,2,2016-04-23,0.05,1,0
12230928,"Villa digioia visit nyc via si",65806798,"Michael j","STATEN ISLAND",Tottenville,40.507080,-74.242850,"Private room",100,2,0,2000-01-01,0.00,1,365
12230978,"Cozy private rm in sunny bklyn apt",30529247,Amy,BROOKLYN,"Fort greene",40.697060,-73.974220,"Private room",50,4,15,2019-06-24,0.38,1,0
12231254,"Flushing master room w/ private bathroom",65809485,Shirley,QUEENS,Flushing,40.749790,-73.829110,"Private room",60,5,66,2019-05-19,1.69,12,141
12231304,"Private room in luxury bushwick apt",18287406,Claudio,BROOKLYN,Bushwick,40.703070,-73.917650,"Private room",51,3,0,2000-01-01,0.00,1,0
12231331,"Bright brooklyn room",27379452,Kevin,BROOKLYN,Williamsburg,40.706110,-73.939660,"Private room",55,5,0,2000-01-01,0.00,1,0
12231443,"Private bedroom in brooklyn",44376809,Chelsea,BROOKLYN,Bushwick,40.702650,-73.917010,"Private room",85,1,0,2000-01-01,0.00,1,0
12233692,"Modern room in a duplex loft",65598016,"Ivana and tami",BROOKLYN,"Crown heights",40.669460,-73.953060,"Private room",60,2,136,2019-06-23,3.45,1,346
12234139,"1 bedroom outside columbus circle",13089400,Mckenzie,MANHATTAN,"Upper west side",40.771160,-73.987960,"Entire home/apt",143,2,32,2019-04-22,0.81,1,0
12234835,"Unbeatable location - supreme apartment",65832104,Sam,MANHATTAN,"Lower east side",40.718770,-73.989130,"Entire home/apt",85,5,4,2019-06-15,0.11,1,282
12236124,"Large apartment mins away from manhattan.",24637162,Angelica,QUEENS,Sunnyside,40.745940,-73.917270,"Entire home/apt",110,2,24,2019-06-27,1.52,1,128
12242301,"First rate 2 bed/2 bath apt. in midtown west!",30283594,Kara,MANHATTAN,Midtown,40.766860,-73.981980,"Entire home/apt",449,30,0,2000-01-01,0.00,100,345
12242672,"Comfortable hamilton heights apt",18362341,Michael,MANHATTAN,Harlem,40.830860,-73.944780,"Private room",35,1,0,2000-01-01,0.00,1,0
12243378,"Lux 2br-apt.- nyc near madison square garden!",30283594,Kara,MANHATTAN,Midtown,40.765390,-73.983480,"Entire home/apt",369,30,1,2017-06-02,0.04,100,345
12243556,"Clean and modern space in upper west side",2863689,Nabilah,MANHATTAN,"Morningside heights",40.805140,-73.963490,"Private room",70,8,0,2000-01-01,0.00,1,0
12243947,"Nice & clean 3 bedroom, great area! free yoga !!",63289810,Loretta,BROOKLYN,Gowanus,40.680810,-73.989450,"Entire home/apt",295,2,70,2019-06-10,1.80,1,292
12245906,"One bedroom on upper west side",65364483,Irina,MANHATTAN,"Upper west side",40.799200,-73.967920,"Entire home/apt",110,120,2,2016-08-27,0.05,2,34
12247741,"Bedroom available in ues",14906645,Michael,MANHATTAN,"Upper east side",40.776850,-73.957270,"Private room",65,1,2,2016-05-01,0.05,1,0
12249359,"Cozy apt in best location",61391963,"Corporate housing",MANHATTAN,"Hell's kitchen",40.763220,-73.990050,"Entire home/apt",109,30,8,2018-12-30,0.28,91,159
12249461,"Cosy room in brooklyn! 2min to sbwy",24291213,Joerg,BROOKLYN,"Sunset park",40.638770,-74.019930,"Private room",35,1,2,2016-04-08,0.05,2,0
12250653,"Small cozy room in artsy apartment",20043119,Anita,BROOKLYN,"Clinton hill",40.688100,-73.962810,"Private room",50,1,3,2017-05-17,0.10,1,0
12251481,"Large room in apt w/ library, priv entrance",17624300,Stephen,BROOKLYN,Williamsburg,40.702440,-73.944210,"Private room",44,1,8,2019-06-02,0.23,1,357
12252035,"Spacious 2br prime east village apt",4534893,Alex,MANHATTAN,"East village",40.727050,-73.987870,"Entire home/apt",275,2,70,2019-07-01,1.84,4,307
12252205,"Prime east village bedroom",4534893,Alex,MANHATTAN,"East village",40.725530,-73.988310,"Private room",110,2,46,2019-06-08,1.17,4,307
12252513,"Cool williamsburg loft",9280078,Frederikke,BROOKLYN,Williamsburg,40.708450,-73.967420,"Entire home/apt",120,1,1,2016-05-08,0.03,1,0
12252583,"Cozy bedroom in prime location",49121324,Zhaoyan,BROOKLYN,"Clinton hill",40.686450,-73.966910,"Private room",50,7,4,2016-07-20,0.11,1,0
12252993,"Cozy & chic studio apartment",65968828,Tracey,BROOKLYN,"Crown heights",40.673300,-73.912350,"Entire home/apt",87,3,87,2019-06-23,2.25,1,260
12253338,"Hudson river view washington height",51547958,Melissa,MANHATTAN,"Washington heights",40.834980,-73.948010,"Private room",78,1,0,2000-01-01,0.00,1,0
12253809,"Beautiful view of hudson and city",12608878,Doug,MANHATTAN,"Washington heights",40.852800,-73.941140,"Private room",49,2,0,2000-01-01,0.00,1,0
12254118,"Master bedroom with balcony in soho",65979198,Marc,MANHATTAN,Nolita,40.722320,-73.994330,"Private room",109,7,3,2017-01-03,0.09,1,0
12254147,"Spacious room in 3 bedroom duplex apartment",43380926,Zineb,MANHATTAN,"East harlem",40.787710,-73.941970,"Private room",65,1,1,2016-07-22,0.03,1,0
12265378,"Unique, spacious & bright room in manhattan!",22087408,Dominik,MANHATTAN,"Lower east side",40.719090,-73.984730,"Private room",150,1,41,2019-06-23,1.07,3,274
12266323,"The heart of nyc, 3min walk to grand central",5004109,Michelle,MANHATTAN,"Murray hill",40.750010,-73.977390,"Entire home/apt",225,1,45,2019-06-30,1.16,1,255
12267015,"Uws beautiful 1 bedroom available",12759735,Natalie,MANHATTAN,"Upper west side",40.784000,-73.971480,"Entire home/apt",100,1,1,2016-04-24,0.03,1,0
12267599,"Bright harlem apt. in new building!",12879538,Gregory,MANHATTAN,Harlem,40.820330,-73.943580,"Entire home/apt",125,1,103,2019-07-02,2.67,2,339
12267734,"Studio/heart of the east village",4899404,Jessica,MANHATTAN,"East village",40.728380,-73.985390,"Entire home/apt",115,4,46,2019-06-15,1.19,1,0
12268056,"Bright, modern, private bedroom bk",7119612,Becky,BROOKLYN,Bushwick,40.698970,-73.927050,"Private room",62,1,1,2016-04-20,0.03,1,0
12269953,"Queen bed w/ attached bathroom",66089191,Jordan,BROOKLYN,Bushwick,40.691770,-73.925090,"Private room",50,7,2,2017-05-31,0.06,1,0
12271309,"Bright e. village home on serene street! #dgm",2079709,Doni,MANHATTAN,"East village",40.727950,-73.985670,"Entire home/apt",200,2,39,2019-03-31,1.15,1,0
12272376,"The james franco! beautiful floating surf safari!",9040879,Ben,QUEENS,Arverne,40.594130,-73.789910,"Entire home/apt",225,1,6,2019-06-23,0.56,2,352
12272850,"Stunning 2 bedroom luxury finishes &  washer dryer",61391963,"Corporate housing",MANHATTAN,"Kips bay",40.742050,-73.978280,"Entire home/apt",159,30,5,2019-06-01,0.18,91,281
12273048,"Central location,  time square, 24 hour doorman",49580011,Amy,MANHATTAN,"Theater district",40.762370,-73.982850,"Entire home/apt",150,28,4,2019-03-09,0.11,1,331
12273688,"Sunny private rm in bushwick",44468180,Kristen,BROOKLYN,Bushwick,40.694140,-73.928770,"Private room",29,2,4,2017-07-02,0.11,1,0
12274576,"3 br, bklyn, long/short term",2261995,Sarah,BROOKLYN,Bedford-stuyvesant,40.680910,-73.943920,"Entire home/apt",150,1,0,2000-01-01,0.00,3,359
12274662,"Cozy bushwick-1br w private bath",5606004,Feather,BROOKLYN,Bushwick,40.700620,-73.927850,"Private room",80,2,9,2018-05-30,0.23,1,0
12274909,"Beautiful spacious bedroom bayridge females only",60756664,Carol,BROOKLYN,"Bay ridge",40.634560,-74.024830,"Private room",35,1,33,2019-06-12,0.84,1,337
12274916,"Gorgeous 1 br on upper east side",4285208,Brian,MANHATTAN,"Upper east side",40.773460,-73.955900,"Entire home/apt",250,7,8,2018-09-20,0.22,1,294
12281070,"A simple place to make your space",66173032,Andrew,MANHATTAN,"Upper east side",40.774410,-73.958150,"Entire home/apt",160,1,0,2000-01-01,0.00,1,0
12282434,"Calm and cosy apt nolita les",2672883,Natalie,MANHATTAN,"Lower east side",40.722310,-73.990690,"Entire home/apt",175,30,12,2016-12-11,0.32,1,0
12282543,"Top floor skyline view, bright in bushwick!",36012265,Ada,BROOKLYN,Williamsburg,40.705280,-73.929380,"Entire home/apt",150,2,11,2019-05-06,0.28,7,330
12282916,"Architects cozy home in astoria",66182162,Alexandra,QUEENS,"Long island city",40.758880,-73.931200,"Entire home/apt",165,2,3,2016-10-23,0.08,1,0
12283602,"Greenpoint haven, 12min walk from 7",12603183,Paulina,BROOKLYN,Greenpoint,40.736750,-73.953820,"Entire home/apt",150,3,0,2000-01-01,0.00,1,0
12283732,"Spacious, trendy, convenient! stay in bushwick!",36012265,Ada,BROOKLYN,Williamsburg,40.704540,-73.929900,"Entire home/apt",159,2,13,2019-04-28,0.34,7,317
12284280,"Legal full floor by sunset park, 20mins to soho",4964784,Jon,BROOKLYN,"Sunset park",40.650310,-74.001760,"Entire home/apt",140,2,108,2019-07-07,2.89,1,278
12285861,"Amazing 2 bd loft -prime williamsbu",8182126,Maggie,BROOKLYN,Williamsburg,40.717910,-73.946460,"Entire home/apt",159,3,2,2016-05-01,0.05,2,0
12286191,"Charming exposed brick apartment in manhattan",40288829,Savion,MANHATTAN,"Washington heights",40.832940,-73.941670,"Private room",77,7,17,2019-05-26,0.46,1,311
12286939,"Cute little room in s williamsburg!",24918898,Javier,BROOKLYN,Williamsburg,40.707550,-73.951170,"Private room",49,3,3,2016-05-30,0.08,2,0
12287479,"Private bedroom facing street.",66215731,Eric,BROOKLYN,Gowanus,40.676920,-73.983390,"Private room",55,1,56,2019-06-18,1.46,2,281
12287516,"Flat on president - private room",66215731,Eric,BROOKLYN,"Park slope",40.677190,-73.981420,"Private room",50,1,113,2019-06-16,2.87,2,352
12287838,"3.5 - 4.5* bedrms apt in nyc + private backyard",26405086,"Bill & may",MANHATTAN,"Washington heights",40.834710,-73.942880,"Entire home/apt",359,1,96,2019-06-28,2.48,4,309
12287938,"Cozy lofted room in homey 3br",66191982,Barrie,BROOKLYN,Bedford-stuyvesant,40.694450,-73.944590,"Private room",50,3,3,2016-05-08,0.08,1,0
12290567,"Clean studio apartment for sleeping",66240027,Bianca,BROOKLYN,"Prospect-lefferts gardens",40.661580,-73.959990,"Entire home/apt",40,1,2,2016-04-28,0.05,1,0
12292226,"Luxury 1br midtown east-near the un",26521212,Laura,MANHATTAN,Midtown,40.753140,-73.973670,"Entire home/apt",219,2,5,2019-01-01,0.13,3,0
12292255,"New & bright garden apartment",5468528,Christine,BROOKLYN,"South slope",40.667900,-73.987030,"Entire home/apt",189,4,68,2019-06-15,1.73,1,83
12292409,"Charming quiet & bright studio -les",23638897,Adrien,MANHATTAN,"Lower east side",40.718490,-73.983340,"Entire home/apt",140,5,2,2018-01-01,0.05,1,0
12293900,"Comfortable modern 2 bed apartment. backyard!",11206175,Kris,QUEENS,Maspeth,40.721630,-73.906120,"Entire home/apt",96,30,17,2019-04-26,0.47,2,325
12294008,"Furnished duplex with garden",27742760,Josh,BROOKLYN,"Boerum hill",40.684690,-73.986030,"Entire home/apt",300,180,0,2000-01-01,0.00,1,365
12294124,"Friendly and inviting unit",66269338,Peggy,QUEENS,"Jackson heights",40.748380,-73.887670,"Private room",125,1,11,2019-05-26,0.28,4,301
12296996,"Bright apartment in brooklyn",30826804,"Salima & carlos",BROOKLYN,"East flatbush",40.640300,-73.949590,"Private room",150,3,11,2019-05-20,0.28,1,364
12299794,"Hawai memories",66309874,Rich,BROOKLYN,"Cypress hills",40.686150,-73.876460,"Private room",60,3,32,2019-06-04,0.81,3,90
12300734,"W70's apt steps to central park and express lines",7195103,Swathi,MANHATTAN,"Upper west side",40.779920,-73.980460,"Private room",99,4,51,2018-07-06,1.31,1,0
12301028,"Ny historic brownstone",66309874,Rich,BROOKLYN,"Cypress hills",40.685770,-73.877700,"Private room",60,3,15,2019-06-29,0.41,3,90
12301489,"Modern loft studio with views",18276764,Stephanie,MANHATTAN,Gramercy,40.736300,-73.986910,"Entire home/apt",198,2,37,2017-06-27,0.98,1,0
12302170,"Midtown manhattan two full bedrooms - private",66326553,Pierre,MANHATTAN,"Hell's kitchen",40.761490,-73.991590,"Entire home/apt",350,6,124,2019-06-18,3.16,2,247
12302429,"*lovely apt in heart of park slope*",5973406,Andrew,BROOKLYN,"Park slope",40.669770,-73.980420,"Entire home/apt",85,14,4,2019-05-31,0.15,2,275
12303877,"Room in great location",51522009,Diego,MANHATTAN,"Hell's kitchen",40.764460,-73.991750,"Private room",80,3,0,2000-01-01,0.00,1,0
12304523,"Cozy boho williamsburg studio",5741089,Shaye,BROOKLYN,Williamsburg,40.712780,-73.949000,"Entire home/apt",80,2,6,2017-10-15,0.15,1,0
12304938,"Cozy doorman! on broadway!gym 5111",16098958,"Jeremy & laura",MANHATTAN,"Upper west side",40.791800,-73.974130,"Entire home/apt",135,30,6,2019-05-15,0.16,96,311
12307809,"Discover windsor terrace! -- a treasure.  2 br apt",26535250,Sheila,BROOKLYN,"Windsor terrace",40.657220,-73.979300,"Entire home/apt",61,1,91,2019-05-18,2.38,3,246
12308695,"Room in musicians loft/music venue",33049782,Dustin,BROOKLYN,Bushwick,40.690840,-73.903140,"Private room",45,3,3,2017-08-22,0.08,1,0
